t                            N(t)               C(t)

For case 1

8.1               -0.00041576536912144816               3.596067606832437
8.2               -0.0006619814764788143               3.3866130840472053
8.3               -0.001056138335161967               3.1893382790252667
8.4               -0.0016882172043993845               3.003524739321712
8.5               -0.0027034488803987225               2.8284911174630505
8.6               -0.004336547535343899               2.6635885334042664
8.7               -0.006967322126241051               2.5081949045709138
8.8               -0.011210944986102932               2.3617076154824397
8.9               -0.018064928073686825               2.2235335651098027
9.0               -0.02914830141816164               2.0930751494799256
9.1               -0.047091333988087396               1.9697099892203274
9.2               -0.07617111188826435               1.8527611287219572
9.3               -0.12334876102743378               1.7414529024126686
9.4               -0.1999641398308358               1.6348456063356562
9.5               -0.3245071728694638               1.5317397875170182
9.6               -0.5271563225870867               1.4305392975360574
9.7               -0.8572227291819294               1.3290644498618676
9.8               -1.395386386706355               1.224320992543452
9.9               -2.2738633511225164               1.1122771151733284
10.0               -3.7097597494117003               0.9878207449193867



For case 7

0.0               100.0               6.0
0.1               131.3793727418334               61.583028515082894
0.2               30.6221904605219               338.0420372091296
0.3               1.1931688146177386               380.03954748561154
0.4               0.049160297918973               356.85535272609906
0.5               0.0025800432627869157               332.83307653748875
0.6               0.00017088759949546284               310.3369202917086
0.7               1.406726912600803e-05               289.35658424883565
0.8               1.4172355251575483e-06               269.79432020362475
0.9               1.7357938448241206e-07               251.55456079232528
1.0               2.488072635580245e-08               234.54792226251905
1.1               4.08643197152784e-09               218.69103633932684
1.2               1.1037431251858715e-09               203.90616844308983
1.3               2.000229002297525e-10               190.12085097969955
1.4               1.3613146554801875e-09               177.26750510367407
1.5               1.61107089050706e-09               165.28312820128573
1.6               -2.3049277066180164e-09               154.10896759027926
1.7               9.763849631181837e-10               143.6902491557522
1.8               1.3920866367786107e-09               133.9759004737246
1.9               -1.287727033479483e-09               124.91830154401072
2.0               -3.1882323640605616e-10               116.47305186506969
2.1               -1.8981015762891601e-10               108.59875324922628
2.2               3.6524885792276346e-11               101.25680500483956
2.3               -1.5164781284331564e-10               94.41122127617754
2.4               -3.9721605839243375e-10               88.02843874137751
2.5               -2.2299852929162144e-10               82.0771724692609
2.6               -2.0085924766234934e-10               76.52824840982358
2.7               -1.3984232013923267e-10               71.3544659163733
2.8               -1.2567460572205643e-10               66.53046312402965
2.9               -1.7288278775709594e-10               62.03259351459466
3.0               -2.1847776196346847e-10               57.8388066767897
3.1               -3.352531288265904e-10               53.92854519821619
3.2               -2.7830502271681655e-10               50.282642461995415
3.3               -3.0343125824374153e-10               46.88322497917246
3.4               -3.2698770296155104e-10               43.71362916143971
3.5               -3.4403847042315783e-10               40.75831768067272
3.6               -3.831954658939346e-10               38.00280349746086
3.7               -4.4017519598548806e-10               35.43357908991821
3.8               -5.147804791062316e-10               33.03805014614741
3.9               -6.159017516882236e-10               30.80447376421234
4.0               -7.546898501067944e-10               28.721900942103186
4.1               -9.442210812835797e-10               26.78012283561509
4.2               -1.2018980991342055e-09               24.96962097386448
4.3               -1.5556505491060288e-09               23.28152019936412
4.4               -2.0476593408821884e-09               21.70754551494287
4.5               -2.7376710710940673e-09               20.239981224012897
4.6               -3.7133131197302623e-09               18.87163334854445
4.7               -5.102274858519031e-09               17.595794272797253
4.8               -7.0973791706398966e-09               16.406209774005614
4.9               -9.986496726714392e-09               15.297048572285249
5.0               -1.4203688205899628e-08               14.262873509219308
5.1               -2.040631370745686e-08               13.29861506759341
5.2               -2.958752750456253e-08               12.399546476317507
5.3               -4.3278246761856695e-08               11.561260458554287
5.4               -6.380069389860114e-08               10.779647808416774
5.5               -9.477723895608573e-08               10.05087705407291
5.6               -1.4177923675478018e-07               9.371375649027932
5.7               -2.1351505186839918e-07               8.737812747559568
5.8               -3.2350903047318987e-07               8.147082564819396
5.9               -4.929669600297533e-07               7.5962893822837305
6.0               -7.55191288834043e-07               7.082733189872987
6.1               -1.1625348392037783e-06               6.603896533361274
6.2               -1.7980936255793509e-06               6.157432136542946
6.3               -2.7926488528354544e-06               5.741151412567893
6.4               -4.35562011619542e-06               5.353013725274168
6.5               -6.817202008883723e-06               4.991116369571656
6.6               -1.0709771096166211e-05               4.6536852600504615
6.7               -1.6875073065079137e-05               4.339066200088758
6.8               -2.668202175499117e-05               4.045716777714899
6.9               -4.230571840456988e-05               3.772198764028573
7.0               -6.725462659339229e-05               3.5171710299932464
7.1               -0.00010718232482121365               3.2793829138625257
7.2               -0.00017120831540826415               3.057668004623317
7.3               -0.0002740675112695606               2.8509382892235804
7.4               -0.00043959585917235054               2.6581786208813845
7.5               -0.0007064099520662506               2.4784414411711544
7.6               -0.0011371335780561353               2.310841674104464
7.7               -0.0018334589216270568               2.154551690104766
7.8               -0.002960618232376533               2.0087961882419845
7.9               -0.004787471546556887               1.8728467820120547
8.0               -0.007751747989606602               1.7460159786353338
8.1               -0.012566800079830692               1.627650078699542
8.2               -0.02039607987784871               1.51712030286616
8.3               -0.03313845644616829               1.4138111017768453
8.4               -0.0538954361357495               1.317104090496124
8.5               -0.08773611114601494               1.2263553246558458
8.6               -0.14295099223200106               1.1408626137863396
8.7               -0.23310803969958155               1.0598183218946349
8.8               -0.380426988539065               0.9822418841948041
8.9               -0.6213222672003393               0.9068861206143806
9.0               -1.015518486853711               0.8321152619727681
9.1               -1.6610625973772906               0.7557677375454391
9.2               -2.7190931609910547               0.6750596061317636
9.3               -4.454798771464357               0.5866859186070732
9.4               -7.305306843393922               0.48747469676462823
9.5               -11.992401035067076               0.37620533271543044
9.6               -19.709566948292498               0.2571115755429297
9.7               -32.43093264355026               0.14383529603353704
9.8               -53.4173637439637               0.0578369987338559
9.9               -88.04199633474957               0.013488012499067809
10.0               -145.14850730235264               0.0012805681701179067



For case 8

0.0               100.0               6.0
0.1               131.5733618682585               61.02299439728233
0.2               31.20768178225827               335.455002910064
0.3               1.2589715514421116               375.27850086113136
0.4               0.05524188939608464               349.05311012139555
0.5               0.0031781998549107915               322.3318568676211
0.6               0.00023657427620724612               297.55642017218565
0.7               2.2346306516416448e-05               274.6796855263329
0.8               2.6289725726855577e-06               253.56135369230407
0.9               3.790574159496399e-07               234.06663530020015
1.0               6.614625580116405e-08               216.0707418961777
1.1               1.3614928099162941e-08               199.45843221751724
1.2               3.4397801092403274e-09               184.12333887149188
1.3               2.2119495031590882e-09               169.9672634460782
1.4               -1.3212970317901789e-09               156.8995601450604
1.5               -2.4692681863912886e-10               144.83654879608216
1.6               -7.214880480953662e-10               133.700985866466
1.7               -9.783634135770311e-11               123.4215656582113
1.8               -2.2718666058766447e-10               113.93246485378948
1.9               -2.855369560298498e-11               105.17292075896182
2.0               -7.80449162408654e-11               97.0868424308801
2.1               -1.4616338588126077e-11               89.62245139320501
2.2               5.7649303868303775e-11               82.73194998582059
2.3               6.850351841686417e-12               76.37121551955507
2.4               1.6659208123458072e-11               70.4995175484809
2.5               8.951595382523623e-12               65.079257152607
2.6               1.9930935977018913e-11               60.07572668495685
2.7               4.674834386567897e-11               55.456884808841465
2.8               6.044716920275789e-11               51.193156582159006
2.9               6.918326044680284e-11               47.25723951870249
3.0               7.335137614831633e-11               43.62393024782123
3.1               7.876885674264353e-11               40.26996303750238
3.2               8.83530776401441e-11               37.173861114009156
3.3               1.0197439503200134e-10               34.31579882079483
3.4               1.20839715074777e-10               31.677474774300606
3.5               1.4684819229066122e-10               29.24199464053144
3.6               1.828823749873323e-10               26.993763172730223
3.7               2.3267312617185638e-10               24.918383984728102
3.8               3.0190864132880805e-10               23.00256750279087
3.9               3.989996314749054e-10               21.234045990440713
4.0               5.364266923965709e-10               19.60149491362233
4.1               7.326136420193722e-10               18.094460315036635
4.2               1.0151264678428052e-09               16.703292028577742
4.3               1.4254392864290784e-09               15.419081876802558
4.4               2.0264741046599286e-09               14.233606489624586
4.5               2.914121763273263e-09               13.139274773709072
4.6               4.2343202011141465e-09               12.129079355718174
4.7               6.2126965309347616e-09               11.196551496776902
4.8               9.19780565636088e-09               10.33571975427648
4.9               1.3730182707585569e-08               9.541071878109967
5.0               2.0654544682021247e-08               8.807519431460761
5.1               3.1288188620947217e-08               8.130365163892796
5.2               4.770565697918645e-08               7.505272995981622
5.3               7.317890253393697e-08               6.92824019628591
5.4               1.1286926936047118e-07               6.395571790386798
5.5               1.7499258925400949e-07               5.903856887863361
5.6               2.7258016179865384e-07               5.44994682658193
5.7               4.264399148055236e-07               5.030935040433673
5.8               6.699918900957163e-07               4.644138435141158
5.9               1.0562260639107852e-06               4.287080182099354
6.0               1.671067489959984e-06               3.957473907608374
6.1               2.6513103182952815e-06               3.6532090115322724
6.2               4.219795027356679e-06               3.3723371906182638
6.3               6.733013031168965e-06               3.113059922863533
6.4               1.0771453715209586e-05               2.8737170015813125
6.5               1.727036367310061e-05               2.652775870673488
6.6               2.7748006968915583e-05               2.448821853850586
6.7               4.4682078006188535e-05               2.260549089225781
6.8               7.208211359408733e-05               2.0867522063653983
6.9               0.00011648463579407233               1.926318636327402
7.0               0.00018853017538073173               1.7782215424024783
7.1               0.0003055727977044245               1.6415133300506541
7.2               0.0004959283921593835               1.5153197014240753
7.3               0.0008058448572674416               1.3988342465103343
7.4               0.001310869592371584               1.291313562723694
7.5               0.0021346213737826096               1.192072932547737
7.6               0.003479318747002675               1.1004825843443227
7.7               0.005676096959308915               1.0159646548299421
7.8               0.009267395064374968               0.9379909887727222
7.9               0.01514223889650466               0.8660820379550729
8.0               0.02475839857492775               0.799807259399923
8.1               0.0405070708062532               0.7387876450493053
8.2               0.06631218530742346               0.6827013869725056
8.3               0.10861482776000206               0.6312942674021728
8.4               0.17799107877059386               0.5843973672483125
8.5               0.29181079342149274               0.5419564405337686
8.6               0.4786068366387485               0.5040805914320152
8.7               0.7852544525077255               0.47112451034534886
8.8               1.288763111773279               0.4438328662263483
8.9               2.115629603244087               0.4236091129271902
9.0               3.4735556859500862               0.4130567190084782
9.1               5.703288566420839               0.4171802946162642
9.2               9.362879924729956               0.4463809156108404
9.3               15.362882650975429               0.5250609110846873
9.4               25.175584242183664               0.7212011290693203
9.5               41.11635241777584               1.2755737410571564
9.6               66.39758831680955               3.387904104231924
9.7               101.1995092972301               16.592503563777452
9.8               95.1183363648956               131.9221025428179
9.9               13.23122753214624               324.9960558969236
10.0               0.785045011093568               327.7070158480403



For case 9

0.0               100.0               6.0
0.1               131.76625558743194               60.467790198894875
0.2               31.799652391378366               332.89222453110295
0.3               1.3274208808572305               370.61844566565156
0.4               0.061933144591774555               341.46920794039045
0.5               0.003894548749059586               312.2075083002179
0.6               0.0003242678564716529               285.34420931673685
0.7               3.4912492365014855e-05               260.78563584152374
0.8               4.752335079005541e-06               238.34019610529475
0.9               8.021853900206068e-07               217.8265473726789
1.0               1.6491896266342338e-07               199.078476090456
1.1               4.055649200682945e-08               181.94402780173263
1.2               1.1745632839581789e-08               166.28432084015597
1.3               3.979352109350217e-09               151.97242474188442
1.4               1.7174392174975463e-09               138.8923402722516
1.5               -9.860325612485417e-11               126.93804168679706
1.6               4.456874992396978e-11               116.01263523931667
1.7               -1.3140174712270812e-10               106.02756550240531
1.8               -1.821342316370856e-10               96.90189942500317
1.9               2.76317558503374e-10               88.56166675653215
2.0               -2.14743972602615e-10               80.93926865121392
2.1               7.656298946460797e-11               73.9729216604598
2.2               1.75544064103597e-10               67.60615989122506
2.3               8.442583545991143e-11               61.787377784594504
2.4               9.930816224204216e-11               56.46941135985053
2.5               1.279398387932735e-10               51.60915593925063
2.6               1.3292124472361955e-10               47.1672168525514
2.7               1.248363481067614e-10               43.10759023854314
2.8               1.413599208245504e-10               39.39737090217188
2.9               1.6227849371040557e-10               36.0064857849309
3.0               1.8892615191362626e-10               32.90745012637976
3.1               2.2566429885071882e-10               30.075144781805015
3.2               2.802323350444288e-10               27.48661260511783
3.3               3.554792608418179e-10               25.12087236742502
3.4               4.604564251518875e-10               22.95874859733125
3.5               6.091059748406879e-10               20.982716254300083
3.6               8.222790278267338e-10               19.1767588690637
3.7               1.128584988183716e-09               17.526238035879967
3.8               1.5728159922507498e-09               16.017775571790935
3.9               2.224833232861845e-09               14.639144637130162
4.0               3.1902270712583825e-09               13.379170815174678
4.1               4.6291450086280624e-09               12.227641450272253
4.2               6.789222703640265e-09               11.175222848534512
4.3               1.0058136304229846e-08               10.213384671475888
4.4               1.5040152249739704e-08               9.334330768242252
4.5               2.268100867289275e-08               8.530935993989697
4.6               3.446606273740484e-08               7.796688461843376
4.7               5.2739973498857363e-08               7.125636746495549
4.8               8.122514730886738e-08               6.51234165810518
4.9               1.2581952613875723e-07               5.951832147059658
5.0               1.95953820165477e-07               5.439565037007828
5.1               3.0668395226060015e-07               4.971388154163704
5.2               4.821020859091001e-07               4.543506708319284
5.3               7.61032839555576e-07               4.152452530542882
5.4               1.2057365378581164e-06               3.795055939892877
5.5               1.91685863993807e-06               3.4684200856774674
5.6               3.0571209442236164e-06               3.169897440485041
5.7               4.88905640744421e-06               2.8970683533619535
5.8               7.839868805807459e-06               2.6477214504168214
5.9               1.2599913033828902e-05               2.4198356868814557
6.0               2.0295905161930162e-05               2.2115640115714315
6.1               3.27613511074472e-05               2.0212183739614855
6.2               5.298068316487925e-05               1.847256058325446
6.3               8.58144158853781e-05               1.6882672174027686
6.4               0.0001392066735752453               1.5429634646231027
6.5               0.0002261520306209671               1.4101674809581708
6.6               0.0003678647942004707               1.2888035445616057
6.7               0.0005990779697405451               1.177888919003207
6.8               0.0009766524538377076               1.0765260477505456
6.9               0.0015937495956279758               0.9838955216975456
7.0               0.002603060695370206               0.8992497981963562
7.1               0.004254980337848866               0.8219076878722871
7.2               0.006960372415439426               0.7512496531484929
7.3               0.011393576896813262               0.6867140170611522
7.4               0.018661885414671498               0.6277942685247504
7.5               0.03058407039113364               0.5740377594237674
7.6               0.05014848381577679               0.5250462802224185
7.7               0.08226656742901713               0.48047928971662607
7.8               0.13501228197505047               0.44006105127617656
7.9               0.2216613897821563               0.4035937467071074
8.0               0.36404644823483745               0.37098011508390116
8.1               0.5980764979948693               0.34226203385893617
8.2               0.9828166205769694               0.3176874504553537
8.3               1.6154183880815456               0.29783158860919223
8.4               2.655654777125798               0.2838313242260222
8.5               4.366189929324721               0.2778792298640552
8.6               7.178516045803554               0.28438058298598684
8.7               11.800368239345165               0.313028356277523
8.8               19.388517520019043               0.38836576299852354
8.9               31.81612837745792               0.5863158042251638
9.0               52.01910314288986               1.2194379845839254
9.1               83.81344041265159               4.240717571039655
9.2               121.80113098322097               30.850455452968202
9.3               64.17110148765748               243.6777424653054
9.4               4.010851846574583               358.3249817223961
9.5               0.20196735073228486               335.79840792628613
9.6               0.013379857167269334               307.3143942166095
9.7               0.001167243179180046               280.8917754372217
9.8               0.0001311250285234616               256.71814143951536
9.9               1.8563420355882764e-05               234.6229808074112
10.0               3.2461482639188956e-06               214.42929601273488



For case 10

0.0               100.0               6.0
0.1               131.95806139663557               59.91737221445984
0.2               32.39809470021592               330.3532630014699
0.3               1.3985747914411202               366.057195313144
0.4               0.06927914040085081               334.0972618845507
0.5               0.004748124672223965               302.44588872889915
0.6               0.00044022309941014684               273.6740557731815
0.7               5.367491661275786e-05               247.63141749945447
0.8               8.385489126860551e-06               224.06627974051915
0.9               1.6378341248292854e-06               202.74357041569579
1.0               3.926435084336038e-07               183.44997169894427
1.1               1.1305083611473512e-07               165.99239911172918
1.2               3.844276652490067e-08               150.19613333290545
1.3               1.5365295274108918e-08               135.90308234598257
1.4               6.49345675217634e-09               122.9701943158615
1.5               3.2806553736472176e-09               111.26803325050207
1.6               1.8843435561889207e-09               100.67948027122195
1.7               1.1922871649349006e-09               91.09856052563876
1.8               8.481627092206616e-10               82.42938615090469
1.9               7.743265224227392e-10               74.58519288666218
2.0               5.817084142381315e-10               67.48747332631662
2.1               5.569942491075549e-10               61.0651910776119
2.2               5.54538162137811e-10               55.2540695565594
2.3               5.079961006732221e-10               49.99594943510842
2.4               5.274555470444355e-10               45.23820564406029
2.5               5.680096099139021e-10               40.93322105462315
2.6               6.325453699840073e-10               37.037909924784174
2.7               7.329733840473147e-10               33.513286665035494
2.8               8.793761233239238e-10               30.32407565585659
2.9               1.0858403517333046e-09               27.438358204597247
3.0               1.3789539549945208e-09               24.827253117580412
3.1               1.79546347991107e-09               22.464627694324108
3.2               2.390268927135028e-09               20.326835838156093
3.3               3.246898996231764e-09               18.392481745422355
3.4               4.494256342221071e-09               16.642205723454616
3.5               6.325392603948559e-09               15.058490465616378
3.6               9.036404590512835e-09               13.625485639605987
3.7               1.3086131381452344e-08               12.328849252476179
3.8               1.9187538182692772e-08               11.155604142196577
3.9               2.84493471225642e-08               10.094008061047921
4.0               4.2609199762241e-08               9.133436209451656
4.1               6.44029764118184e-08               8.264274866547849
4.2               9.81539435773899e-08               7.477825158540962
4.3               1.5070852950229841e-07               6.766216032496955
4.4               2.3297434031572192e-07               6.122325478577571
4.5               3.6237105356632087e-07               5.539709224423399
4.6               5.667488000313594e-07               5.0125362421236455
4.7               8.90845817524951e-07               4.535530422301547
4.8               1.4066999525600923e-06               4.103917739793816
4.9               2.230342035197289e-06               3.7133784688935147
5.0               3.5493274787230692e-06               3.3600039808481466
5.1               5.667566625838166e-06               3.040257608495758
5.2               9.077469769121328e-06               2.7509392473230028
5.3               1.457846841596891e-05               2.4891533464301654
5.4               2.3472285183220756e-05               2.252279931978722
5.5               3.787751606050875e-05               2.037948389190385
5.6               6.124371126239854e-05               1.844013750758171
5.7               9.92191278039868e-05               1.6685352678099186
5.8               0.00016100819827370366               1.5097569970211215
5.9               0.0002616708189371392               1.3660902856071706
6.0               0.00042585515478091047               1.2360979409903923
6.1               0.0006939176581277096               1.1184799523627365
6.2               0.0011319793964337979               1.0120606319563024
6.3               0.0018484365665430403               0.9157770872954806
6.4               0.0030211341231171076               0.8286689323621157
6.5               0.004941896817045216               0.7498691871219673
6.6               0.008089896144675944               0.6785963743671477
6.7               0.013252145811064348               0.614147845534385
6.8               0.021721779914581837               0.555894465298542
6.9               0.03562419387882876               0.5032768845136815
7.0               0.0584536545013735               0.4558038035799433
7.1               0.09595642510066502               0.4130528927113372
7.2               0.15758410575655746               0.3746754694526561
7.3               0.2588859076237881               0.34040679164354015
7.4               0.4254461780252076               0.31008522142250894
7.5               0.6993651347504807               0.2836863020303587
7.6               1.1499240706631146               0.2613837733328534
7.7               1.8911305612637406               0.24366340776754006
7.8               3.1105640454934775               0.23155027621846372
7.9               5.116744989555965               0.22710500451027862
8.0               8.416740361459546               0.23463290481961638
8.1               13.842650278312162               0.264050588765165
8.2               22.755007330262057               0.3419921796630633
8.3               37.35546881651882               0.5577906235740466
8.4               61.06565861001881               1.32537275461189
8.5               97.86298716623503               5.7406263993082876
8.6               131.18919635144692               55.078354267013566
8.7               35.77859422031362               321.0484027029116
8.8               1.6059492926744765               364.736509926179
8.9               0.08030205825959559               333.328756466775
9.0               0.005543078354331103               301.7731287296028
9.1               0.0005172219493193126               273.0669394868392
9.2               6.342688588410067e-05               247.08223164915668
9.3               9.960891461844715e-06               223.56937528800887
9.4               1.955426407756347e-06               202.29395580602036
9.5               4.7004102179389856e-07               183.04314420162083
9.6               1.3593553538346062e-07               165.62428657217788
9.7               4.6357436183832384e-08               149.863051572257
9.8               1.8363884632265987e-08               135.6016960626019
9.9               8.596601258548995e-09               122.6974889531939
10.0               4.1853975406831695e-09               111.02127918401717



For case 11

0.0               100.0               6.0
0.1               132.1487765842955               59.37171423236938
0.2               33.003002845482804               327.83766587212733
0.3               1.4724914814092547               361.59259889864484
0.4               0.07732653034390181               326.9310722572987
0.5               0.005760228726918912               293.0334009360279
0.6               0.0005921339706555274               262.52097347246666
0.7               8.126700221177553e-05               235.17643352607635
0.8               1.4451950778792073e-05               210.67923684017327
0.9               3.2406430384734533e-06               188.7336797717732
1.0               8.939741666573749e-07               169.07407854016327
1.1               2.9724289535004806e-07               151.46233186789016
1.2               1.1681036312649589e-07               135.6851268620002
1.3               5.402157493538882e-08               121.55136820472786
1.4               2.7682087067027438e-08               108.88986545312967
1.5               1.6392825807880987e-08               97.5472587208895
1.6               1.0731767083042553e-08               87.38616429198053
1.7               7.663600641105609e-09               78.28350930652695
1.8               5.881330256759011e-09               70.12903950576747
1.9               4.9138232865119194e-09               62.82398731717822
2.0               4.4701877028491996e-09               56.27987231485709
2.1               4.327454674410293e-09               50.41743072510528
2.2               4.424774164250558e-09               45.16565541982944
2.3               4.752312416168446e-09               40.46093567295492
2.4               5.341972019279262e-09               36.24628717611003
2.5               6.2488907971121e-09               32.470661192621705
2.6               7.575243433329393e-09               29.088326567462026
2.7               9.482547488321913e-09               26.058315771028134
2.8               1.2215423211386308e-08               23.343928681403842
2.9               1.6145563512528503e-08               20.91228808450398
3.0               2.183744175612369e-08               18.733941462730055
3.1               3.015113517989394e-08               16.782504318190274
3.2               4.240621795636617e-08               15.034340350887872
3.3               6.063844249086458e-08               13.46827535983688
3.4               8.80053870210746e-08               12.06534084870815
3.5               1.2943122196884708e-07               10.808544219878941
3.6               1.9263570313811752e-07               9.682662897662894
3.7               2.897770837782416e-07               8.674059992606656
3.8               4.4008683730638567e-07               7.770519095610033
3.9               6.741102454610351e-07               6.9610963387524345
4.0               1.0405444051815082e-06               6.235987843916822
4.1               1.6172109290685587e-06               5.586410934755248
4.2               2.528892645396737e-06               5.004497819753512
4.3               3.976376192415903e-06               4.483200271532943
4.4               6.283401909849513e-06               4.016204252783592
4.5               9.972974352776063e-06               3.597853445748109
4.6               1.589149593287103e-05               3.2230807536946844
4.7               2.5412380151550464e-05               2.887346935638454
4.8               4.076739058782196e-05               2.5865856304540893
4.9               6.558731738403573e-05               2.317154125565236
5.0               0.00010578294674193958               2.0757892510667655
5.1               0.00017101296637403687               1.8595679185932452
5.2               0.00027703174146054044               1.6658717396096716
5.3               0.0004495994716740777               1.4923554045331522
5.4               0.0007308679689613706               1.3369183907051163
5.5               0.001189850029098377               1.1976796900143305
5.6               0.001939630810459318               1.072955274448154
5.7               0.003165587022148049               0.9612380703934159
5.8               0.005171899460808543               0.861180260562827
5.9               0.008457778331295955               0.771577753493862
6.0               0.013843021943366129               0.6913567965389965
6.1               0.02267436210380587               0.6195627317221073
6.2               0.03716497817561989               0.55535104908033
6.3               0.060953199153455546               0.4979810557727885
6.4               0.10002174659220979               0.4468127485192349
6.5               0.164210946244048               0.4013079178559481
6.6               0.26970925582054195               0.3610372643555115
6.7               0.44315296967839746               0.32569671886388285
6.8               0.7283741126415546               0.2951389829592572
6.9               1.197505727661687               0.26943242702753606
7.0               1.9692513789762784               0.24897375753781703
7.1               3.2389227740570408               0.23471687681703798
7.2               5.327765783017157               0.22867938587760936
7.3               8.763768132794663               0.23519119077596215
7.4               14.41333878043769               0.2644123891713709
7.5               23.692894491071954               0.3441031912042759
7.6               38.8929667822941               0.5693003804210743
7.7               63.559252719977934               1.3933780840808592
7.8               101.61653760553372               6.360694119176833
7.9               131.8910700101929               64.5288359616506
8.0               30.031771205751006               334.2022085147036
8.1               1.3187199455097718               361.1199743287633
8.2               0.06972653642211582               326.1938457553016
8.3               0.0052310691358133585               292.3574871973913
8.4               0.0005411937747283775               261.9143947008634
8.5               7.470446214842628e-05               234.63293735983356
8.6               1.3353049061633326e-05               210.1923414548503
8.7               3.0072470961869075e-06               188.29750007167348
8.8               8.327659211559251e-07               168.6833334019786
8.9               2.781502576786443e-07               151.112288971604
9.0               1.0961766240965662e-07               135.3715461155445
9.1               5.01672586892995e-08               121.27045109957112
9.2               2.6276235412686574e-08               108.6382082340186
9.3               1.54943822075259e-08               97.32181681175913
9.4               1.0188551710128208e-08               87.18420591267308
9.5               7.354457812205623e-09               78.1025878147779
9.6               5.778961422014395e-09               69.96696473491468
9.7               4.871520066283891e-09               62.67879561212572
9.8               4.4065530068166324e-09               56.14980415772968
9.9               4.264014085003499e-09               50.300911176447904
10.0               4.3704567318848145e-09               45.06127325837451



For case 12

0.0               100.0               6.0
0.1               132.3384087520872               58.830772914210534
0.2               33.61436455581934               325.3450114786396
0.3               1.5492282220220677               357.2225666398997
0.4               0.08612386275814533               319.96463843425005
0.5               0.006954601856371815               283.95698957893836
0.6               0.0007893810845218265               251.8611787055008
0.7               0.00012125151252838275               223.382384568238
0.8               2.436007411044341e-05               198.1226364982872
0.9               6.209099076502965e-06               175.71906111783449
1.0               1.953666479285386e-06               155.848837356629
1.1               7.409999933876862e-07               138.22552106596174
1.2               3.321939868184747e-07               122.59503885296884
1.3               1.7270222508115775e-07               108.73204407337278
1.4               1.0232207818247925e-07               96.43667391139277
1.5               6.808229221162625e-08               85.5316573730346
1.6               5.013118488924813e-08               75.85977508386675
1.7               4.0397085276655167e-08               67.28158570517922
1.8               3.513795134009916e-08               59.673412687523296
1.9               3.291057669160579e-08               52.925568787268496
2.0               3.294297887883219e-08               46.94076855196119
2.1               3.4898411016589055e-08               41.63272685945219
2.2               3.886564724971294e-08               36.924916232857996
2.3               4.524744776387613e-08               32.749462705398216
2.4               5.479183146045567e-08               29.046167661827322
2.5               6.870593429675773e-08               25.761639624673247
2.6               8.886171076127855e-08               22.848524598220244
2.7               1.1812928610289304e-07               20.26482336818369
2.8               1.6090679198189495e-07               17.973285961480542
2.9               2.2395947820356466e-07               15.940874625666003
3.0               3.1774784898024595e-07               14.138287506337118
3.1               4.5852946464694797e-07               12.539536315988405
3.2               6.717321255784371e-07               11.12157121899628
3.3               9.97311319106408e-07               9.863948990272377
3.4               1.4983439360820777e-06               8.748538171593637
3.5               2.274867993948646e-06               7.759257589257678
3.6               3.4861792814311253e-06               6.881844523315006
3.7               5.386839048849409e-06               6.103649090295029
3.8               8.385009260089711e-06               5.413451855701434
3.9               1.3137278696448968e-05               4.801302116462056
4.0               2.0701730146292535e-05               4.258374394638976
4.1               3.278855722163832e-05               3.7768412687322805
4.2               5.216853250719977e-05               3.349760508403965
4.3               8.333819359524942e-05               2.970975011462495
4.4               0.00013360749418308074               2.635024071163682
4.5               0.00021487905456772194               2.3370646984872474
4.6               0.00034655638105913204               2.0728018644031123
4.7               0.0005603062152173016               1.8384266883825846
4.8               0.000907927988006883               1.630561683876561
4.9               0.0014740972716268876               1.4462122655506477
5.0               0.0023974791770105296               1.2827239116953644
5.1               0.003905285552857354               1.1377443610322637
5.2               0.006370067068001554               1.0091903869901395
5.3               0.01040306277174253               0.8952187691492427
5.4               0.017007666389360097               0.7942011911727669
5.5               0.02783180978926319               0.704702925064491
5.6               0.045583094449332395               0.6254653266551395
5.7               0.07471195902828952               0.5553923976370347
5.8               0.12253568834344929               0.49354201324161256
5.9               0.20108846988451304               0.4391229752602358
6.0               0.33016660557342864               0.3915000358589148
6.1               0.5423405259266848               0.3502109197732089
6.2               0.8912037607813101               0.3150032723056656
6.3               1.4649461636951076               0.28590816754221066
6.4               2.4086775912691585               0.2633877485711324
6.5               3.961112901625724               0.24864909166776258
6.6               6.514760370380448               0.24437212851996426
6.7               10.714344759505543               0.25659966780562465
6.8               17.616497958105786               0.30040726815274577
6.9               28.943085966879615               0.42050055828892846
7.0               47.44890084528502               0.788715494231564
7.1               77.16414411258991               2.378196413843048
7.2               119.36763365132607               14.875649866117316
7.3               104.33868053749762               163.02883994849313
7.4               9.003028265767673               364.5337759147617
7.5               0.41651520519081187               341.57322814912067
7.6               0.02730161779703135               303.7907868204711
7.7               0.0025698380326276047               269.49319912580427
7.8               0.00033430148898371936               239.02414238251814
7.9               5.795332861896609e-05               211.99605117074555
8.0               1.2962736177917738e-05               188.02374109649415
8.1               3.633952590607991e-06               166.76212260604885
8.2               1.2439070236228316e-06               147.90474044719053
8.3               5.085488331306559e-07               131.1797375713782
8.4               2.4361095525134275e-07               116.34598931938697
8.5               1.3430140536128834e-07               103.18963439220981
8.6               8.381380664954418e-08               91.52099723559742
